epoch,loss_box,loss_obj,loss_cls,loss_kd,loss_total,mAP50_T2,P_T2,R_T2,F1_T2,mAP50_T1,P_T1,R_T1,F1_T1,lr,loss_det,kd_ratio,FM
16,0.0282278452068567,0.0006590204429812,0.0,0.0705600380897522,0.0994469076395034,0.4208122389926563,0.6002674716492175,0.4439930416743201,0.510436959274581,0.6374417953707434,0.6240537346417645,0.6290934339987001,0.6265634504068964,0.0007434680686803,0.0288868656498379,2.442633927218944,-0.03505820462925657
17,0.0278513524681329,0.000658362172544,0.0,0.0695853605866432,0.0980950742959976,0.4165438262077493,0.6050881770439827,0.4305842184309191,0.5031348154737736,0.6381917547979197,0.6265425757987698,0.6222070324908556,0.6243672778418413,0.0007157607493247,0.0285097146406769,2.440759630926643,-0.03430824520208031
18,0.027534594759345,0.0006578265456482,0.0,0.0692914053797721,0.0974838286638259,0.4132058994619517,0.6088736955181728,0.4318397430532201,0.5052992504552827,0.6357392073984292,0.6044155287016083,0.6501841920654048,0.6264650241758165,0.0006872216535789,0.0281924213049932,2.457802564302698,-0.036760792601570835
19,0.0270802918821573,0.0006572499405592,0.0,0.0688146501779556,0.0965521931648254,0.4089880578250305,0.5864502154267281,0.4288694729382333,0.4954313359166687,0.6341537095078776,0.6139094465137659,0.6283175609836661,0.6210299466527405,0.0006579634122155,0.0277375418227165,2.4809210064576392,-0.03834629049212235
20,0.0267194267362356,0.0006556580192409,0.0,0.0680470615625381,0.0954221487045288,0.4216705123250305,0.5817842070596136,0.4528638264308327,0.5092920754456298,0.6346894519994066,0.6103683223523194,0.6383409584689942,0.6240413295450559,0.0006281014941466,0.0273750847554765,2.4857297125423248,-0.03781054800059336
21,0.0262559540569782,0.0006546641234308,0.0,0.0672404915094375,0.0941511094570159,0.4159777554805731,0.6088980941077129,0.4339362534714742,0.5067400365482465,0.6369885714813956,0.6248288483062109,0.6309435333366364,0.6278713038189828,0.0005977537507199,0.026910618180409,2.4986602335241077,-0.03551142851860434
22,0.0260244458913803,0.0006537287845276,0.0,0.066739335656166,0.0934175103902816,0.4115716831773786,0.599145136129567,0.4274724206113386,0.4989550781731939,0.6315944904111599,0.6013875931929995,0.6439563197556556,0.6219444078581081,0.0005670399506143,0.026678174675907898,2.501645501029508,-0.040905509588840094
23,0.0256260801106691,0.0006526060751639,0.0,0.0662926584482193,0.092571347951889,0.4210442766882339,0.6237671474447558,0.4374993246966537,0.5142868693936771,0.64139886590604,0.618391973780034,0.6452092003541594,0.6315160179895076,0.000536081307167,0.026278686185833,2.5226778072883795,-0.03110113409395998
24,0.0252232663333416,0.0006520014139823,0.0,0.0654908567667007,0.0913661271333694,0.426917456036733,0.6098205655387336,0.4419293146481399,0.5124746665794526,0.6371433331075692,0.607129451517963,0.6472019993264113,0.6265256198556802,0.000505,0.025875267747323898,2.5310214141047083,-0.03535666689243078
25,0.0249506812542676,0.0006510133389383,0.0,0.0648676604032516,0.0904693529009819,0.4116989025257188,0.5681386958736033,0.442037363183542,0.4972173489854942,0.6285507548251454,0.6064024698639149,0.6357991048572231,0.6207529524493455,0.0004739186928329,0.0256016945932059,2.533725264339817,-0.043949245174854545
26,0.0245495215058326,0.0006500538438558,0.0,0.0640301257371902,0.0892297029495239,0.4225220618039942,0.6058026365418441,0.443566758904316,0.5121436039447408,0.6377003843595462,0.6048897658907776,0.6561462617053956,0.6294763193874193,0.0004429600493856,0.025199575349688398,2.5409208229154165,-0.03479961564045375
27,0.0241761952638626,0.0006490129162557,0.0,0.0636099949479103,0.0884352028369903,0.4156949852966987,0.6018848574869479,0.4328964570885241,0.5035920512117587,0.6320331848409766,0.5951487478521896,0.6566086970883086,0.6243699136449555,0.00041224624928,0.0248252081801183,2.5623146635399077,-0.040466815159023395
28,0.0238585602492094,0.0006482988246716,0.0,0.0630840063095092,0.0875908657908439,0.4238299009856259,0.5978258678822401,0.4509513673542155,0.5141042034544836,0.6372890400193834,0.6188973866696189,0.6417777337363127,0.6301299292783055,0.0003818985058533,0.024506859073881,2.5741367393004246,-0.03521095998061663
29,0.0235485322773456,0.000647904118523,0.0,0.0625069364905357,0.0867033749818801,0.422761158255147,0.6029128441107607,0.4421562165724844,0.5101704224229627,0.6313742388220084,0.6199905050379584,0.6333501401884952,0.6265991209602543,0.0003520365877844,0.0241964363958686,2.5833116689292757,-0.041125761177991604
30,0.0230546928942203,0.0006465733749791,0.0,0.0614302828907966,0.0851315483450889,0.4160845875890739,0.5938925191889639,0.442350193383862,0.5070404211773973,0.6318578981643954,0.605063057574282,0.6466002741581198,0.6251424468414873,0.000322778346421,0.0237012662691994,2.5918565780612104,-0.04064210183560457
