name,group,n_params,l2_abs,l2_rel,cos_sim,diff_mean,diff_std,diff_max
model.5.cv3.conv.weight,other,256,0.3060623109340668,0.3213957380933001,0.9505987167358398,0.015099666081368923,0.011766711249947548,0.0626678466796875
model.5.cv3.bn.weight,other,16,0.06336566060781479,0.016016079529587255,0.9998783469200134,0.014068603515625,0.007520627696067095,0.0322265625
model.5.cv3.bn.bias,other,16,0.12291260063648224,0.13180492284967044,0.9922497272491455,0.027542591094970703,0.014071243815124035,0.047607421875
model.5.cv3.bn.running_mean,other,16,0.12462631613016129,0.37636521048900806,0.9419737458229065,0.02630329132080078,0.017247043550014496,0.0665283203125
model.5.cv3.bn.running_var,other,16,0.05485774576663971,0.24663726489752136,0.9691199064254761,0.010588645935058594,0.009001710452139378,0.03515625
model.5.m.0.cv1.conv.weight,other,64,0.21903984248638153,0.46784509169648153,0.9196856617927551,0.02153019607067108,0.01704862155020237,0.0938720703125
model.5.m.0.cv1.bn.weight,other,8,0.05763580650091171,0.02057113759685461,0.9997919797897339,0.01654052734375,0.012723283842206001,0.0361328125
model.5.m.0.cv1.bn.bias,other,8,0.079991415143013,0.299378526100326,0.9590145349502563,0.023166656494140625,0.01734142377972603,0.0567626953125
model.5.m.0.cv1.bn.running_mean,other,8,0.04463452845811844,0.42439500239218775,0.9227766394615173,0.01254737377166748,0.010231244377791882,0.024901390075683594
model.5.m.0.cv1.bn.running_var,other,8,0.012948094867169857,0.4293338195896739,0.9338357448577881,0.003017902374267578,0.003679892746731639,0.0113067626953125
model.5.m.0.cv2.conv.weight,other,576,0.3374484181404114,0.5263514855306248,0.8686661720275879,0.010708549059927464,0.009119474329054356,0.055755615234375
model.5.m.0.cv2.bn.weight,other,8,0.0854143351316452,0.03461572233305681,0.9994853734970093,0.0179443359375,0.02596595324575901,0.07958984375
model.5.m.0.cv2.bn.bias,other,8,0.042024802416563034,0.07593094972153193,0.9975746273994446,0.010667800903320312,0.011056143790483475,0.03570556640625
model.5.m.0.cv2.bn.running_mean,other,8,0.17529504001140594,1.3856429598937043,0.6057391166687012,0.044732145965099335,0.045857902616262436,0.137451171875
model.5.m.0.cv2.bn.running_var,other,8,0.07329531013965607,0.25129669978807795,0.989818811416626,0.0216064453125,0.0152946962043643,0.0418701171875
model.6.conv.weight,other,4608,0.6032371520996094,0.44161946102586386,0.9063487648963928,0.006940254010260105,0.005550658795982599,0.039886474609375
model.6.bn.weight,other,32,0.04557785764336586,0.007158321167664795,0.9999784827232361,0.0058746337890625,0.005602357909083366,0.029296875
model.6.bn.bias,other,32,0.13754774630069733,0.18871466754349558,0.9892216324806213,0.019321858882904053,0.01499751303344965,0.05816650390625
model.6.bn.running_mean,other,32,0.3267134726047516,0.49680549825287523,0.8781720995903015,0.038999661803245544,0.04328097775578499,0.1832275390625
model.6.bn.running_var,other,32,0.12711070477962494,0.2215456149560151,0.9765820503234863,0.017311573028564453,0.01455471757799387,0.0655517578125
model.7.cv1.conv.weight,other,512,0.36109843850135803,0.4747622887946759,0.9120216369628906,0.012817070819437504,0.009516916237771511,0.0438690185546875
model.7.cv1.bn.weight,other,16,0.031443946063518524,0.008020099571474341,0.9999701380729675,0.006561279296875,0.004471507389098406,0.01513671875
