epoch,loss_box,loss_obj,loss_cls,loss_total,mAP50,mAP50-95,precision,recall,f1,lr
36,0.012202154844999313,0.00022135752078611404,0.0,0.012423512525856495,0.6680723404902038,0.6680723404902038,0.6404050301907825,0.6530413384201226,0.6466614591773212,0.007015882058642163
37,0.012028906494379044,0.00021969816589262336,0.0,0.01224860455840826,0.6676597746272225,0.6676597746272225,0.6422046305202951,0.651290690184809,0.64671574818445,0.006872216535789157
38,0.012025217525660992,0.00021951008238829672,0.0,0.012244727462530136,0.6688067539949766,0.6688067539949766,0.6498166625186496,0.643802155367062,0.6467954271207856,0.006726752705214193
39,0.011856963858008385,0.0002178849244955927,0.0,0.012074848636984825,0.669973883547793,0.669973883547793,0.6402380545289981,0.6543130357231334,0.6471990301483616,0.006579634122155991
40,0.011679207906126976,0.00021642491628881544,0.0,0.01189563237130642,0.6698501215205959,0.6698501215205959,0.6375196701261969,0.6561462617053956,0.6466988702790011,0.006431005974894186
41,0.011643251404166222,0.00021581067994702607,0.0,0.011859062127768993,0.6699212821564984,0.6699212821564984,0.6381526507538798,0.6565754690010972,0.6472329897991487,0.0062810149414660316
42,0.011557413265109062,0.00021453999215736985,0.0,0.011771953664720058,0.6693929646199769,0.6693929646199769,0.6427955952381927,0.6510429569439627,0.6468929903636231,0.006129809044912886
43,0.011436659842729568,0.00021359136735554785,0.0,0.011650251224637032,0.6703751250082836,0.6703751250082836,0.6466071100889884,0.6482514273634632,0.6474282246819457,0.005977537507199338
44,0.011246910318732262,0.00021237536566331983,0.0,0.011459285393357277,0.6711267059179855,0.6711267059179855,0.6441789174339975,0.6539079820656352,0.6490069904424144,0.005824350601949143
45,0.011133193038403988,0.00021058699348941445,0.0,0.011343779973685741,0.6713412582556567,0.6713412582556567,0.6319897751966262,0.6669804621050719,0.6490138421984848,0.0056703995061433065
46,0.01099597942084074,0.00020976157975383103,0.0,0.011205741204321384,0.6717988846057131,0.6717988846057131,0.6317471406760287,0.6670630398520206,0.6489249536153798,0.005515836150926645
47,0.010870077647268772,0.00020867101557087153,0.0,0.011078748852014542,0.6717170712130892,0.6717170712130892,0.6378424169874197,0.659102545046161,0.6482982280383273,0.005360813071670102
48,0.010758551768958569,0.00020746575319208205,0.0,0.010966017842292786,0.6715012127817778,0.6715012127817778,0.6363232245994643,0.6606550066887975,0.6482608791150356,0.005205483257436736
49,0.010633233934640884,0.00020639803551603109,0.0,0.010839631780982018,0.6725242348897826,0.6725242348897826,0.6362261048091716,0.6609474943593137,0.64835123084399,0.0050500000000000015
50,0.010440333746373653,0.0002050306648015976,0.0,0.010645364411175251,0.6716437010058148,0.6716437010058148,0.6376566827479061,0.659643074871438,0.648463568191879,0.004894516742563265
51,0.010418953374028206,0.00020413767197169363,0.0,0.010623090900480747,0.6711900199646804,0.6711900199646804,0.6342609848552042,0.6621744372326546,0.6479172098348629,0.0047391869283298985
52,0.010287236422300339,0.0002037592203123495,0.0,0.010490995831787586,0.6705327211008097,0.6705327211008097,0.6395901444174872,0.6540653024822871,0.6467467396757675,0.004584163849073354
53,0.01006929762661457,0.00020180386491119862,0.0,0.010271101258695126,0.669047199340784,0.669047199340784,0.6312323718619692,0.6612330509174388,0.6458845238374777,0.004429600493856694
54,0.010021078400313854,0.0002007511502597481,0.0,0.010221829637885094,0.6687869566319853,0.6687869566319853,0.6345332161988354,0.6577124905444134,0.6459149676899836,0.004275649398050858
55,0.00977551843971014,0.00019950716523453593,0.0,0.009975025430321693,0.667242934916959,0.667242934916959,0.6328352646501011,0.6591530649103556,0.6457261180050791,0.0041224624928006635
56,0.009704235009849072,0.00019866274669766426,0.0,0.009902898222208023,0.6665285160432389,0.6665285160432389,0.6323307499530434,0.6580125187864374,0.6449160615828741,0.003970190955087116
57,0.009517481550574303,0.0001973976322915405,0.0,0.009714879095554352,0.6659317147443515,0.6659317147443515,0.6309284174683131,0.6580455498852169,0.6442017417366094,0.0038189850585339693
58,0.009428114630281925,0.00019593456818256527,0.0,0.009624049067497253,0.6656917102303113,0.6656917102303113,0.6270656072035011,0.661414721960726,0.6437823144861907,0.0036689940251058164
59,0.009253977797925472,0.0001949670840986073,0.0,0.009448944590985775,0.6641601486933597,0.6641601486933597,0.6269079058547438,0.6617535275593163,0.6438596009738768,0.003520365877844013
60,0.009085080586373806,0.00019373212126083672,0.0,0.009278812445700169,0.663985632544416,0.663985632544416,0.6187295264155165,0.669953260995227,0.6433233499284526,0.0033732472947858084
61,0.008910106495022774,0.00019209117454010993,0.0,0.009102197363972664,0.6633929542665723,0.6633929542665723,0.6232482515582505,0.6649820806289122,0.6434391563593819,0.003227783464210845
62,0.008765689097344875,0.00019129810971207917,0.0,0.008956987410783768,0.6639160644364487,0.6639160644364487,0.6291969189332939,0.6592511849906687,0.6438735299248513,0.003084117941357836
63,0.008582912385463715,0.0001899542403407395,0.0,0.008772866800427437,0.6647536890622192,0.6647536890622192,0.6284006734906401,0.6625047482204496,0.6450022177777349,0.00294239250675289
64,0.008420342579483986,0.00018805646686814725,0.0,0.008608398959040642,0.6650070191423666,0.6650070191423666,0.6283719060274856,0.6624552015722803,0.6449635822164097,0.002802747026289244
65,0.008278923109173775,0.0001872666907729581,0.0,0.008466189727187157,0.6647444262045608,0.6647444262045608,0.629516547364859,0.6609027399296438,0.6448279486844539,0.0026653193131965093
66,0.00812425184994936,0.0001861040509538725,0.0,0.008310356177389622,0.6636574571736731,0.6636574571736731,0.6274395875202619,0.6607871310839155,0.6436817354870917,0.002530244992035662
67,0.007926281541585922,0.00018492208619136363,0.0,0.008111204020678997,0.6638530193205208,0.6638530193205208,0.6319897778003688,0.6562618705511238,0.643897167574664,0.0023976573648539644
68,0.007803319022059441,0.0001837129530031234,0.0,0.00798703171312809,0.6623186684782661,0.6623186684782661,0.6197289353998509,0.6689563992731675,0.643402428810394,0.0022676872796319526
69,0.007585735991597176,0.00018203220679424703,0.0,0.007767768111079931,0.6610955183289314,0.6610955183289314,0.6181615599744464,0.6717039092305406,0.6438214624457047,0.0021404630011522597
70,0.007374850567430258,0.00018060681759379804,0.0,0.0075554572977125645,0.6600699747461272,0.6600699747461272,0.6211926491510719,0.6671291020495796,0.6433419195814081,0.002016110084417766
71,0.007264986634254456,0.00017972195928450674,0.0,0.0074447086080908775,0.6588908174990646,0.6588908174990646,0.629024544941925,0.6568564303291549,0.6426392879681116,0.0018947512507439858
72,0.007050943560898304,0.00017819229105953127,0.0,0.00722913583740592,0.6572276013758943,0.6572276013758943,0.6237891018214662,0.660820162182695,0.6417708901593654,0.0017765062666479238
73,0.00685444800183177,0.00017665463383309543,0.0,0.007031102664768696,0.6554747882049193,0.6554747882049193,0.6298662543602971,0.6521470603701722,0.6408130422480024,0.001661491825652991
74,0.00669916532933712,0.00017539718828629702,0.0,0.006874562706798315,0.6534081305780605,0.6534081305780605,0.6300494555276166,0.6494532998714185,0.6396042466465636,0.0015498214331265902
75,0.006509365048259497,0.00017415008915122598,0.0,0.006683514919131994,0.6521198314567843,0.6521198314567843,0.626632539562167,0.6514723612280963,0.6388110708573435,0.0014416052942640145
76,0.0063006761483848095,0.00017278626910410821,0.0,0.00647346256300807,0.6502912644018944,0.6502912644018944,0.6219159488185625,0.6524632941914813,0.6368235058787471,0.001336950205329225
77,0.006096101365983486,0.00017142013530246913,0.0,0.006267521530389786,0.6492175466336256,0.6492175466336256,0.6142241001683088,0.6603902835979283,0.6364711286315178,0.0012359594482598446
78,0.005932391621172428,0.00017013704928103834,0.0,0.006102528888732195,0.6476860181808533,0.6476860181808533,0.6185143153027055,0.6550562354456722,0.6362610358937179,0.0011387326887403327
79,0.005760933738201857,0.00016885525838006288,0.0,0.005929789040237665,0.6466677091739181,0.6466677091739181,0.6191540812267866,0.6531239161670713,0.6356855012348044,0.00104536587784401
