epoch,loss_box,loss_obj,loss_cls,loss_total,mAP50,mAP50-95,precision,recall,f1,lr,loss_det,loss_kd,mAP50_T2,mAP50_T1,kd_ratio,FM,P_T2,R_T2,F1_T2
17,0.0147197619080543,0.0002511486818548,0.0,0.0149709107354283,0.6129945599175971,0.6129945599175971,0.595566457719682,0.6253943087416803,0.6101160387238674,0.0092294232312349,0.0149709105899091,0.0,0.6129945599175971,0.6725,0.0,0.0,0.595566457719682,0.6253943087416803,0.6101160387238674
18,0.0144955310970544,0.0002492374624125,0.0,0.0147447688505053,0.617323434114981,0.617323434114981,0.5884112096383418,0.6402583031924557,0.6132408409719303,0.009144048842659,0.0147447685594669,0.0,0.617323434114981,0.6725,0.0,0.0,0.5884112096383418,0.6402583031924557,0.6132408409719303
19,0.0144300926476717,0.0002466161386109,0.0,0.014676708728075,0.6223410949517709,0.6223410949517709,0.5991623195028822,0.6343581175960057,0.6162581011275692,0.0090546341221559,0.0146767087862826,0.0,0.6223410949517709,0.6725,0.0,0.0,0.5991623195028822,0.6343581175960057,0.6162581011275692
20,0.0141414385288953,0.000243709917413,0.0,0.0143851488828659,0.6275839139362656,0.6275839139362656,0.6098290356451176,0.6305711368320657,0.620026660447788,0.0089612673112596,0.0143851484463083,0.0,0.6275839139362656,0.6725,0.0,0.0,0.6098290356451176,0.6305711368320657,0.620026660447788
21,0.0140128303319215,0.000241379981162,0.0,0.0142542105168104,0.6304811752806819,0.6304811752806819,0.6053950274212858,0.6380287040248394,0.621283630029255,0.0088640405517401,0.0142542103130835,0.0,0.6304811752806819,0.6725,0.0,0.0,0.6053950274212858,0.6380287040248394,0.621283630029255
22,0.0138665428385138,0.0002408039727015,0.0,0.014107346534729,0.6354436676059882,0.6354436676059882,0.6103773301626038,0.6347916563444483,0.6223451444866629,0.0087630497946707,0.014107346811215301,0.0,0.6354436676059882,0.6725,0.0,0.0,0.6103773301626038,0.6347916563444483,0.6223451444866629
23,0.0137859545648098,0.0002385119732934,0.0,0.0140244662761688,0.6396793958850443,0.6396793958850443,0.6057706895691247,0.6419924358783795,0.62335581593779,0.0086583947057359,0.014024466538103198,0.0,0.6396793958850443,0.6725,0.0,0.0,0.6057706895691247,0.6419924358783795,0.62335581593779
24,0.0136714084073901,0.0002368569548707,0.0,0.013908265158534,0.6453608082737889,0.6453608082737889,0.6235489129971584,0.6277395167550248,0.6256371976451167,0.0085501785668734,0.0139082653622608,0.0,0.6453608082737889,0.6725,0.0,0.0,0.6235489129971584,0.6277395167550248,0.6256371976451167
25,0.013522733002901,0.000235650135437,0.0,0.0137583827599883,0.6500218272704069,0.6500218272704069,0.6363245645111647,0.6201423640357396,0.6281292579444684,0.008438508174347,0.013758383138338,0.0,0.6500218272704069,0.6725,0.0,0.0,0.6363245645111647,0.6201423640357396,0.6281292579444684
26,0.013341536745429,0.0002341292565688,0.0,0.0135756656527519,0.6526311461815544,0.6526311461815544,0.6309889301672804,0.6307453467439594,0.6308671149431874,0.008323493733352,0.013575666001997801,0.0,0.6526311461815544,0.6725,0.0,0.0,0.6309889301672804,0.6307453467439594,0.6308671149431874
27,0.0132566271349787,0.0002321903739357,0.0,0.0134888179600238,0.6577203074018965,0.6577203074018965,0.639586068892738,0.6285157475763431,0.6340025871878957,0.008205248749256,0.0134888175089144,0.0,0.6577203074018965,0.6725,0.0,0.0,0.639586068892738,0.6285157475763431,0.6340025871878957
28,0.0131739433854818,0.0002311961288796,0.0,0.0134051395580172,0.6588052150279984,0.6588052150279984,0.6485058088197866,0.6213675453128574,0.6346466932881071,0.0080838899155822,0.013405139514361399,0.0,0.6588052150279984,0.6725,0.0,0.0,0.6485058088197866,0.6213675453128574,0.6346466932881071
29,0.0130653511732816,0.0002297373139299,0.0,0.0132950888946652,0.663018390912745,0.663018390912745,0.6444360322248507,0.6317197641579547,0.6380145424968992,0.0079595369988477,0.0132950884872115,0.0,0.663018390912745,0.6725,0.0,0.0,0.6444360322248507,0.6317197641579547,0.6380145424968992
30,0.0129025569185614,0.0002284515358041,0.0,0.0131310084834694,0.664890669661204,0.664890669661204,0.6530867216367658,0.6255264331367983,0.6390095487275017,0.007832312720368,0.0131310084543655,0.0,0.664890669661204,0.6725,0.0,0.0,0.6530867216367658,0.6255264331367983,0.6390095487275017
31,0.0128072705119848,0.0002272457641083,0.0,0.0130345160141587,0.6659681703220551,0.6659681703220551,0.6485992844114263,0.6328099185680606,0.6406073241824024,0.007702342635146,0.013034516276093101,0.0,0.6659681703220551,0.6725,0.0,0.0,0.6485992844114263,0.6328099185680606,0.6406073241824024
32,0.0126422392204403,0.0002256421576021,0.0,0.0128678809851408,0.6673028622221464,0.6673028622221464,0.6491366830328181,0.6369056466663363,0.6429630025919504,0.0075697550079643,0.012867881378042399,0.0,0.6673028622221464,0.6725,0.0,0.0,0.6491366830328181,0.6369056466663363,0.6429630025919504
33,0.0125979585573077,0.0002247977827209,0.0,0.0128227565437555,0.6668377213096434,0.6668377213096434,0.6403748828707974,0.64592313663314,0.6431370439713546,0.0074346806868034,0.0128227563400286,0.0,0.6668377213096434,0.6725,0.0,0.0,0.6403748828707974,0.64592313663314,0.6431370439713546
34,0.012476154603064,0.0002242706395918,0.0,0.0127004254609346,0.666380908326057,0.666380908326057,0.6370343350902613,0.651951312160399,0.6444065091634951,0.0072972529737107,0.0127004252426558,0.0,0.666380908326057,0.6725,0.0,0.0,0.6370343350902613,0.651951312160399,0.6444065091634951
35,0.0122734010219573,0.0002220068126916,0.0,0.012495407834649,0.6683524909621206,0.6683524909621206,0.6424542855190483,0.6494079175543774,0.6459123870800286,0.0071576074932471,0.0124954078346489,0.0,0.6683524909621206,0.6725,0.0,0.0,0.6424542855190483,0.6494079175543774,0.6459123870800286
36,0.0122021548449993,0.0002213575207861,0.0,0.0124235125258564,0.6680723404902038,0.6680723404902038,0.6404050301907825,0.6530413384201226,0.6466614591773212,0.0070158820586421,0.0124235123657854,0.0,0.6680723404902038,0.6725,0.0,0.0,0.6404050301907825,0.6530413384201226,0.6466614591773212
37,0.012028906494379,0.0002196981658926,0.0,0.0122486045584082,0.6676597746272225,0.6676597746272225,0.6422046305202951,0.651290690184809,0.64671574818445,0.0068722165357891,0.012248604660271601,0.0,0.6676597746272225,0.6725,0.0,0.0,0.6422046305202951,0.651290690184809,0.64671574818445
38,0.0120252175256609,0.0002195100823882,0.0,0.0122447274625301,0.6688067539949766,0.6688067539949766,0.6498166625186496,0.643802155367062,0.6467954271207856,0.0067267527052141,0.0122447276080491,0.0,0.6688067539949766,0.6725,0.0,0.0,0.6498166625186496,0.643802155367062,0.6467954271207856
39,0.0118569638580083,0.0002178849244955,0.0,0.0120748486369848,0.669973883547793,0.669973883547793,0.6402380545289981,0.6543130357231334,0.6471990301483616,0.0065796341221559,0.0120748487825038,0.0,0.669973883547793,0.6725,0.0,0.0,0.6402380545289981,0.6543130357231334,0.6471990301483616
40,0.0116792079061269,0.0002164249162888,0.0,0.0118956323713064,0.6698501215205959,0.6698501215205959,0.6375196701261969,0.6561462617053956,0.6466988702790011,0.0064310059748941,0.0118956328224157,0.0,0.6698501215205959,0.6725,0.0,0.0,0.6375196701261969,0.6561462617053956,0.6466988702790011
41,0.0116432514041662,0.000215810679947,0.0,0.0118590621277689,0.6699212821564984,0.6699212821564984,0.6381526507538798,0.6565754690010972,0.6472329897991487,0.006281014941466,0.0118590620841132,0.0,0.6699212821564984,0.6725,0.0,0.0,0.6381526507538798,0.6565754690010972,0.6472329897991487
42,0.011557413265109,0.0002145399921573,0.0,0.01177195366472,0.6693929646199769,0.6693929646199769,0.6427955952381927,0.6510429569439627,0.6468929903636231,0.0061298090449128,0.0117719532572663,0.0,0.6693929646199769,0.6725,0.0,0.0,0.6427955952381927,0.6510429569439627,0.6468929903636231
43,0.0114366598427295,0.0002135913673555,0.0,0.011650251224637,0.6703751250082836,0.6703751250082836,0.6466071100889884,0.6482514273634632,0.6474282246819457,0.0059775375071993,0.011650251210085,0.0,0.6703751250082836,0.6725,0.0,0.0,0.6466071100889884,0.6482514273634632,0.6474282246819457
44,0.0112469103187322,0.0002123753656633,0.0,0.0114592853933572,0.6711267059179855,0.6711267059179855,0.6441789174339975,0.6539079820656352,0.6490069904424144,0.0058243506019491,0.0114592856843955,0.0,0.6711267059179855,0.6725,0.0,0.0,0.6441789174339975,0.6539079820656352,0.6490069904424144
45,0.0111331930384039,0.0002105869934894,0.0,0.0113437799736857,0.6713412582556567,0.6713412582556567,0.6319897751966262,0.6669804621050719,0.6490138421984848,0.0056703995061433,0.0113437800318933,0.0,0.6713412582556567,0.6725,0.0,0.0,0.6319897751966262,0.6669804621050719,0.6490138421984848
46,0.0109959794208407,0.0002097615797538,0.0,0.0112057412043213,0.6717988846057131,0.6717988846057131,0.6317471406760287,0.6670630398520206,0.6489249536153798,0.0055158361509266,0.0112057410005945,0.0,0.6717988846057131,0.6725,0.0,0.0,0.6317471406760287,0.6670630398520206,0.6489249536153798
47,0.0108700776472687,0.0002086710155708,0.0,0.0110787488520145,0.6717170712130892,0.6717170712130892,0.6378424169874197,0.659102545046161,0.6482982280383273,0.0053608130716701,0.0110787486628395,0.0,0.6717170712130892,0.6725,0.0,0.0,0.6378424169874197,0.659102545046161,0.6482982280383273
48,0.0107585517689585,0.000207465753192,0.0,0.0109660178422927,0.6715012127817778,0.6715012127817778,0.6363232245994643,0.6606550066887975,0.6482608791150356,0.0052054832574367,0.0109660175221505,0.0,0.6715012127817778,0.6725,0.0,0.0,0.6363232245994643,0.6606550066887975,0.6482608791150356
49,0.0106332339346408,0.000206398035516,0.0,0.010839631780982,0.6725242348897826,0.6725242348897826,0.6362261048091716,0.6609474943593137,0.64835123084399,0.00505,0.0108396319701568,0.0,0.6725242348897826,0.6725,0.0,0.0,0.6362261048091716,0.6609474943593137,0.64835123084399
50,0.0104403337463736,0.0002050306648015,0.0,0.0106453644111752,0.6716437010058148,0.6716437010058148,0.6376566827479061,0.659643074871438,0.648463568191879,0.0048945167425632,0.0106453644111751,0.0,0.6716437010058148,0.6725,0.0,0.0,0.6376566827479061,0.659643074871438,0.648463568191879
51,0.0104189533740282,0.0002041376719716,0.0,0.0106230909004807,0.6711900199646804,0.6711900199646804,0.6342609848552042,0.6621744372326546,0.6479172098348629,0.0047391869283298,0.0106230910459998,0.0,0.6711900199646804,0.6725,0.0,0.0,0.6342609848552042,0.6621744372326546,0.6479172098348629
52,0.0102872364223003,0.0002037592203123,0.0,0.0104909958317875,0.6705327211008097,0.6705327211008097,0.6395901444174872,0.6540653024822871,0.6467467396757675,0.0045841638490733,0.0104909956426126,0.0,0.6705327211008097,0.6725,0.0,0.0,0.6395901444174872,0.6540653024822871,0.6467467396757675
53,0.0100692976266145,0.0002018038649111,0.0,0.0102711012586951,0.669047199340784,0.669047199340784,0.6312323718619692,0.6612330509174388,0.6458845238374777,0.0044296004938566,0.0102711014915256,0.0,0.669047199340784,0.6725,0.0,0.0,0.6312323718619692,0.6612330509174388,0.6458845238374777
54,0.0100210784003138,0.0002007511502597,0.0,0.010221829637885,0.6687869566319853,0.6687869566319853,0.6345332161988354,0.6577124905444134,0.6459149676899836,0.0042756493980508,0.0102218295505735,0.0,0.6687869566319853,0.6725,0.0,0.0,0.6345332161988354,0.6577124905444134,0.6459149676899836
55,0.0097755184397101,0.0001995071652345,0.0,0.0099750254303216,0.667242934916959,0.667242934916959,0.6328352646501011,0.6591530649103556,0.6457261180050791,0.0041224624928006,0.0099750256049446,0.0,0.667242934916959,0.6725,0.0,0.0,0.6328352646501011,0.6591530649103556,0.6457261180050791
56,0.009704235009849,0.0001986627466976,0.0,0.009902898222208,0.6665285160432389,0.6665285160432389,0.6323307499530434,0.6580125187864374,0.6449160615828741,0.0039701909550871,0.0099028977565466,0.0,0.6665285160432389,0.6725,0.0,0.0,0.6323307499530434,0.6580125187864374,0.6449160615828741
57,0.0095174815505743,0.0001973976322915,0.0,0.0097148790955543,0.6659317147443515,0.6659317147443515,0.6309284174683131,0.6580455498852169,0.6442017417366094,0.0038189850585339,0.0097148791828658,0.0,0.6659317147443515,0.6725,0.0,0.0,0.6309284174683131,0.6580455498852169,0.6442017417366094
58,0.0094281146302819,0.0001959345681825,0.0,0.0096240490674972,0.6656917102303113,0.6656917102303113,0.6270656072035011,0.661414721960726,0.6437823144861907,0.0036689940251058,0.009624049198464399,0.0,0.6656917102303113,0.6725,0.0,0.0,0.6270656072035011,0.661414721960726,0.6437823144861907
59,0.0092539777979254,0.0001949670840986,0.0,0.0094489445909857,0.6641601486933597,0.6641601486933597,0.6269079058547438,0.6617535275593163,0.6438596009738768,0.003520365877844,0.009448944882024,0.0,0.6641601486933597,0.6725,0.0,0.0,0.6269079058547438,0.6617535275593163,0.6438596009738768
60,0.0090850805863738,0.0001937321212608,0.0,0.0092788124457001,0.663985632544416,0.663985632544416,0.6187295264155165,0.669953260995227,0.6433233499284526,0.0033732472947858,0.009278812707634601,0.0,0.663985632544416,0.6725,0.0,0.0,0.6187295264155165,0.669953260995227,0.6433233499284526
61,0.0089101064950227,0.0001920911745401,0.0,0.0091021973639726,0.6633929542665723,0.6633929542665723,0.6232482515582505,0.6649820806289122,0.6434391563593819,0.0032277834642108,0.009102197669562799,0.0,0.6633929542665723,0.6725,0.0,0.0,0.6232482515582505,0.6649820806289122,0.6434391563593819
62,0.0087656890973448,0.000191298109712,0.0,0.0089569874107837,0.6639160644364487,0.6639160644364487,0.6291969189332939,0.6592511849906687,0.6438735299248513,0.0030841179413578,0.0089569872070568,0.0,0.6639160644364487,0.6725,0.0,0.0,0.6291969189332939,0.6592511849906687,0.6438735299248513
63,0.0085829123854637,0.0001899542403407,0.0,0.0087728668004274,0.6647536890622192,0.6647536890622192,0.6284006734906401,0.6625047482204496,0.6450022177777349,0.0029423925067528,0.0087728666258044,0.0,0.6647536890622192,0.6725,0.0,0.0,0.6284006734906401,0.6625047482204496,0.6450022177777349
64,0.0084203425794839,0.0001880564668681,0.0,0.0086083989590406,0.6650070191423666,0.6650070191423666,0.6283719060274856,0.6624552015722803,0.6449635822164097,0.0028027470262892,0.008608399046352,0.0,0.6650070191423666,0.6725,0.0,0.0,0.6283719060274856,0.6624552015722803,0.6449635822164097
65,0.0082789231091737,0.0001872666907729,0.0,0.0084661897271871,0.6647444262045608,0.6647444262045608,0.629516547364859,0.6609027399296438,0.6448279486844539,0.0026653193131965,0.008466189799946601,0.0,0.6647444262045608,0.6725,0.0,0.0,0.629516547364859,0.6609027399296438,0.6448279486844539
66,0.0081242518499493,0.0001861040509538,0.0,0.0083103561773896,0.6636574571736731,0.6636574571736731,0.6274395875202619,0.6607871310839155,0.6436817354870917,0.0025302449920356,0.008310355900903099,0.0,0.6636574571736731,0.6725,0.0,0.0,0.6274395875202619,0.6607871310839155,0.6436817354870917
67,0.0079262815415859,0.0001849220861913,0.0,0.0081112040206789,0.6638530193205208,0.6638530193205208,0.6319897778003688,0.6562618705511238,0.643897167574664,0.0023976573648539,0.0081112036277772,0.0,0.6638530193205208,0.6725,0.0,0.0,0.6319897778003688,0.6562618705511238,0.643897167574664
68,0.0078033190220594,0.0001837129530031,0.0,0.007987031713128,0.6623186684782661,0.6623186684782661,0.6197289353998509,0.6689563992731675,0.643402428810394,0.0022676872796319,0.0079870319750625,0.0,0.6623186684782661,0.6725,0.0,0.0,0.6197289353998509,0.6689563992731675,0.643402428810394
69,0.0075857359915971,0.0001820322067942,0.0,0.0077677681110799,0.6610955183289314,0.6610955183289314,0.6181615599744464,0.6717039092305406,0.6438214624457047,0.0021404630011522,0.0077677681983913,0.0,0.6610955183289314,0.6725,0.0,0.0,0.6181615599744464,0.6717039092305406,0.6438214624457047
70,0.0073748505674302,0.0001806068175937,0.0,0.0075554572977125,0.6600699747461272,0.6600699747461272,0.6211926491510719,0.6671291020495796,0.6433419195814081,0.0020161100844177,0.0075554573850239,0.0,0.6600699747461272,0.6725,0.0,0.0,0.6211926491510719,0.6671291020495796,0.6433419195814081
71,0.0072649866342544,0.0001797219592845,0.0,0.0074447086080908,0.6588908174990646,0.6588908174990646,0.629024544941925,0.6568564303291549,0.6426392879681116,0.0018947512507439,0.0074447085935389,0.0,0.6588908174990646,0.6725,0.0,0.0,0.629024544941925,0.6568564303291549,0.6426392879681116
72,0.0070509435608983,0.0001781922910595,0.0,0.0072291358374059,0.6572276013758943,0.6572276013758943,0.6237891018214662,0.660820162182695,0.6417708901593654,0.0017765062666479,0.0072291358519578,0.0,0.6572276013758943,0.6725,0.0,0.0,0.6237891018214662,0.660820162182695,0.6417708901593654
73,0.0068544480018317,0.000176654633833,0.0,0.0070311026647686,0.6554747882049193,0.6554747882049193,0.6298662543602971,0.6521470603701722,0.6408130422480024,0.0016614918256529,0.0070311026356647,0.0,0.6554747882049193,0.6725,0.0,0.0,0.6298662543602971,0.6521470603701722,0.6408130422480024
74,0.0066991653293371,0.0001753971882862,0.0,0.0068745627067983,0.6534081305780605,0.6534081305780605,0.6300494555276166,0.6494532998714185,0.6396042466465636,0.0015498214331265,0.0068745625176233,0.0,0.6534081305780605,0.6725,0.0,0.0,0.6300494555276166,0.6494532998714185,0.6396042466465636
75,0.0065093650482594,0.0001741500891512,0.0,0.0066835149191319,0.6521198314567843,0.6521198314567843,0.626632539562167,0.6514723612280963,0.6388110708573435,0.001441605294264,0.0066835151374106,0.0,0.6521198314567843,0.6725,0.0,0.0,0.626632539562167,0.6514723612280963,0.6388110708573435
76,0.0063006761483848,0.0001727862691041,0.0,0.006473462563008,0.6502912644018944,0.6502912644018944,0.6219159488185625,0.6524632941914813,0.6368235058787471,0.0013369502053292,0.0064734624174889,0.0,0.6502912644018944,0.6725,0.0,0.0,0.6219159488185625,0.6524632941914813,0.6368235058787471
77,0.0060961013659834,0.0001714201353024,0.0,0.0062675215303897,0.6492175466336256,0.6492175466336256,0.6142241001683088,0.6603902835979283,0.6364711286315178,0.0012359594482598,0.0062675215012858,0.0,0.6492175466336256,0.6725,0.0,0.0,0.6142241001683088,0.6603902835979283,0.6364711286315178
78,0.0059323916211724,0.000170137049281,0.0,0.0061025288887321,0.6476860181808533,0.6476860181808533,0.6185143153027055,0.6550562354456722,0.6362610358937179,0.0011387326887403,0.0061025286704534006,0.0,0.6476860181808533,0.6725,0.0,0.0,0.6185143153027055,0.6550562354456722,0.6362610358937179
79,0.0057609337382018,0.00016885525838,0.0,0.0059297890402376,0.6466677091739181,0.6466677091739181,0.6191540812267866,0.6531239161670713,0.6356855012348044,0.001045365877844,0.0059297889965818,0.0,0.6466677091739181,0.6725,0.0,0.0,0.6191540812267866,0.6531239161670713,0.6356855012348044
