name,group,n_params,l2_abs,l2_rel,cos_sim,diff_mean,diff_std,diff_max
model.0.conv.weight,backbone,216,0.2197926789522171,0.238295796104095,0.9712342619895935,0.011673498898744583,0.009369513019919395,0.0483551025390625
model.0.bn.weight,backbone,8,0.06586369127035141,0.02641598456630047,0.9997842907905579,0.01861572265625,0.014955481514334679,0.03759765625
model.0.bn.bias,backbone,8,0.4762428402900696,0.2425686524475583,0.9953906536102295,0.1380157470703125,0.10310915112495422,0.3203125
model.0.bn.running_mean,backbone,8,0.051101893186569214,0.09152529942353513,0.9962441325187683,0.016796112060546875,0.007116663735359907,0.028350830078125
model.0.bn.running_var,backbone,8,0.009531387127935886,0.2456273680056527,0.9887641072273254,0.0028250813484191895,0.0019639122765511274,0.00681304931640625
model.1.cv1.conv.weight,backbone,32,0.1571952998638153,0.24229977098481834,0.9722269773483276,0.023021511733531952,0.015812085941433907,0.072235107421875
model.1.cv1.bn.weight,backbone,4,0.05069196596741676,0.03077213765082347,0.9997227787971497,0.02294921875,0.012423216365277767,0.041015625
model.1.cv1.bn.bias,backbone,4,0.08566570281982422,0.1462501838005525,0.9892549514770508,0.03222942352294922,0.03257641941308975,0.08069992065429688
model.1.cv1.bn.running_mean,backbone,4,0.02830544486641884,0.15043548011349223,0.9950200915336609,0.011474609375,0.009566112421452999,0.02264404296875
model.1.cv1.bn.running_var,backbone,4,0.010519253090023994,0.2496293450290058,0.992337167263031,0.0045528411865234375,0.0030409006867557764,0.00872802734375
model.1.cv2.conv.weight,backbone,32,0.21186156570911407,0.28405577165582674,0.9616770148277283,0.028304755687713623,0.024918075650930405,0.0889892578125
model.1.cv2.bn.weight,backbone,4,0.10642962902784348,0.05434695418435744,0.9994703531265259,0.04541015625,0.03203611075878143,0.0732421875
model.1.cv2.bn.bias,backbone,4,0.0834607481956482,0.07174114842271709,0.9977778792381287,0.03375244140625,0.02833600528538227,0.068359375
model.1.cv2.bn.running_mean,backbone,4,0.049326054751873016,0.44234229719328894,0.9037028551101685,0.021467208862304688,0.014020171016454697,0.04222869873046875
model.1.cv2.bn.running_var,backbone,4,0.006914113182574511,0.22057165407733334,0.9990274906158447,0.0033168792724609375,0.00112519774120301,0.004669189453125
model.1.cv3.conv.weight,backbone,64,0.3028063178062439,0.30718041019499426,0.9535928964614868,0.0288291797041893,0.02472062036395073,0.09648466110229492
model.1.cv3.bn.weight,backbone,8,0.0865897685289383,0.030692599618477975,0.9995323419570923,0.0260009765625,0.017276661470532417,0.0634765625
model.1.cv3.bn.bias,backbone,8,0.09904535859823227,0.10327664240674678,0.9969630241394043,0.030536651611328125,0.018322844058275223,0.06060791015625
