epoch,loss_box_mean,loss_box_std,loss_obj_mean,loss_obj_std,loss_cls_mean,loss_cls_std,loss_kd_mean,loss_kd_std,loss_total_mean,loss_total_std,mAP50_T2_mean,mAP50_T2_std,P_T2_mean,P_T2_std,R_T2_mean,R_T2_std,F1_T2_mean,F1_T2_std,mAP50_T1_mean,mAP50_T1_std,P_T1_mean,P_T1_std,R_T1_mean,R_T1_std,F1_T1_mean,F1_T1_std,lr_mean,lr_std,loss_det_mean,loss_det_std,kd_ratio_mean,kd_ratio_std
15,0.0286231146504481,6.013087742995624e-06,0.0006593383344200334,1.7397075400479915e-07,0.0,0.0,0.07099949320157367,0.0002069511550973129,0.10028194636106487,0.0002127528561065104,0.4238789088480024,0.006634062253499606,0.6066581637695911,0.012103058241175904,0.44528354773766415,0.0028319795316251715,0.5135513009244397,0.004250104836754553,0.6347992365879901,0.008805480608651408,0.6093756110682094,0.007692767785045719,0.6497107026265229,0.00854647899199014,0.6288571548501293,0.005340047512038426,0.0007702342635146001,0.0,0.029282452984868132,5.962308083251863e-06,2.424642084679755,0.00658828503192929
16,0.028227344155311567,1.2033994183877868e-05,0.0006587281823157666,2.70498402928637e-07,0.0,0.0,0.07056839019060133,7.260574277315371e-05,0.09945446501175557,8.462013315805342e-05,0.42201185621354753,0.003957306874565303,0.6070873955212216,0.02508090804377549,0.44033844477966677,0.0036612958053220675,0.5102547890049601,0.0072790477511042884,0.6327690028739449,0.006567086857959779,0.6149300740750006,0.010300854594684682,0.6368965571818359,0.007578370569419372,0.6256601188456311,0.0051594100393285965,0.0007434680686803,0.0,0.02888607233762733,1.2141053970318133e-05,2.4429897418535655,0.0015076259541002624
17,0.027862566833694733,1.2244016718326549e-05,0.0006582595524378,1.2182404545822603e-07,0.0,0.0,0.0697286451856295,0.00013011168007534703,0.09824947267770767,0.00014156855407132727,0.4126489841395237,0.0033805474952711134,0.6065909335924186,0.004465830627339689,0.42678687855840985,0.0036771311335128767,0.5010376169991999,0.0031606371294335234,0.6366585242218877,0.003678520014098147,0.6163023127406468,0.008869300002819287,0.6334814976866605,0.009764476103198843,0.6246813259559402,0.0002956697630684997,0.0007157607493247,0.0,0.02852082638613253,1.2122788370259657e-05,2.4448316462376622,0.0036031337751392697
18,0.02752069880565,2.8964539953027e-05,0.0006575649798226333,3.193187730878046e-07,0.0,0.0,0.0692735463380813,8.845619000314109e-05,0.0974518085519472,0.00011656186877631049,0.4089428434471258,0.006824517396302817,0.600516737270955,0.007244679868856915,0.4311610503583559,0.010270417193225568,0.5018853761598342,0.007624160265692877,0.6301150409713865,0.005085604911595779,0.60531191276413,0.011543156186003524,0.6429998452369683,0.009660875138080276,0.6234776833246429,0.0036509640062401885,0.0006872216535788999,0.0,0.02817826378547263,2.8855496161942987e-05,2.4584032919350967,0.000964198985921441
19,0.027050492664178166,3.296593340594164e-05,0.0006562984975364666,8.240492215564368e-07,0.0,0.0,0.06867092599471407,0.00013084759457588388,0.0963777179519335,0.00016289612568829887,0.4136952451864435,0.004077034869661198,0.5927225725518981,0.013838736608558012,0.43526184860010836,0.010564197362702532,0.5017874396830868,0.005679032959257196,0.6316300248360652,0.005601940235259353,0.6107489721143536,0.013807303019955445,0.6336641481229789,0.009332166337918222,0.6218545038751176,0.003268449908872498,0.0006579634122155,0.0,0.027706791161714633,3.360807813680796e-05,2.478485989250619,0.0021421658380222147
20,0.026705812662839834,3.325255486342407e-05,0.0006553474619673667,3.360693811362821e-07,0.0,0.0,0.06791835029919936,0.000181757859272898,0.09527950982252753,0.00021376167869919502,0.4192223350164086,0.0024383778117457447,0.5985175643454734,0.01646830061157605,0.44204456641923545,0.00946052598403183,0.5083370029574719,0.00371702833205388,0.6342464590980205,0.0021255874442432025,0.6105556237595834,0.0005214207895227354,0.6357681281108752,0.002995585257508882,0.6229048142207213,0.0015679281515889993,0.0006281014941466,0.0,0.0273611601248072,3.316106430215019e-05,2.482287871873497,0.003856560996534194
21,0.026261053979396803,2.4007613313189686e-05,0.0006544014322571,2.2754080458039792e-07,0.0,0.0,0.0672659128904342,2.2139515267983008e-05,0.09418136626482003,3.686544794829316e-05,0.4124321511117916,0.0032047677808274256,0.603044614479283,0.006677135304422116,0.4337076645850699,0.0012742370602522803,0.5045333255192489,0.0020287044704025647,0.6344981531268113,0.0022404086766355347,0.6213366355094551,0.004374812189119525,0.6289479010585622,0.0017740679607949924,0.6251152093749485,0.0027692719279923455,0.0005977537507199,0.0,0.0269154554116539,2.3962419698726855e-05,2.4991568505396202,0.0021473169797329573
22,0.0259957946836948,4.008944928028862e-05,0.0006535671224506667,1.442516239215813e-07,0.0,0.0,0.06671313196420663,5.1189386821994873e-05,0.0933624928196271,4.9783214218190496e-05,0.41797403462363775,0.007119196700161579,0.6036518442939084,0.009601073028579587,0.4357741497480669,0.007630126649791416,0.5061136292744521,0.006353227282950218,0.6341644649554495,0.0055074184086907445,0.6109617388577787,0.011475407739154762,0.6368335904522794,0.007060509121709506,0.6235383226964114,0.002776582229731868,0.0005670399506143,0.0,0.026649361806145466,4.0149023117290835e-05,2.5033715796711498,0.004912903229313542
23,0.025627217565973536,2.424372090144952e-05,0.0006528874121916334,2.485140913861868e-07,0.0,0.0,0.06636427342891689,0.00015318743547178742,0.09264437854290007,0.0001760043241031872,0.4183195836633944,0.002359884169388713,0.6249083025530028,0.0029738028119548772,0.43272357943188083,0.004411332053139159,0.5113392501431782,0.0025568291303300593,0.6419990109683525,0.002787755971576317,0.6197628341838356,0.00743555107330184,0.6440060770188553,0.010152864157314093,0.6315708557204088,0.0010645599189899808,0.000536081307167,0.0,0.02628010497816517,2.4205952709196096e-05,2.5252647660706646,0.0037487925070627424
24,0.0252344316492478,1.3898037172437686e-05,0.0006515864903727667,3.6648302486126325e-07,0.0,0.0,0.06543792784214016,4.99535381870506e-05,0.09132394691308333,4.7120458390857955e-05,0.4228458282860368,0.004395451266865838,0.6068118244279791,0.0026061603559839326,0.44012490410692484,0.0023666575902395025,0.5101975803690074,0.002314736435347742,0.6372929006656599,0.001548778389160209,0.6030769233639494,0.0037214346925923667,0.6516893767459923,0.0050261179748494105,0.6264219870385705,0.0007952174720108665,0.000505,0.0,0.025886018139620565,1.3597883984487081e-05,2.527926290019749,0.0026879197832245143
25,0.02494339148203523,2.811468729521276e-05,0.0006509305288393667,1.919030693150975e-07,0.0,0.0,0.0648598968982696,3.369119593180473e-05,0.09045421828826267,6.164012272344143e-05,0.41528346250694764,0.0035617310171992705,0.5876338319437869,0.016896898498975767,0.4396206776083817,0.0022309428023944804,0.5028703794783135,0.004903159872491224,0.6305471117810335,0.0034381279736983377,0.6019681051880159,0.004781812667880251,0.6418271697613637,0.005748778803556828,0.6212370607638045,0.0026807246894155175,0.0004739186928329,0.0,0.0255943220108746,2.7957553379802777e-05,2.5341528464418954,0.0014535010003661963
26,0.024526917065183267,2.265458703157194e-05,0.0006498763881002333,5.03595167576715e-07,0.0,0.0,0.0641090000669161,0.00010630969798752116,0.0892857934037844,8.564616857015569e-05,0.4189756013245485,0.0031592939373431637,0.6075843057042752,0.011128010757936051,0.43808835886287323,0.005558303076211688,0.5090341101140498,0.00327659373594919,0.6371216433193977,0.00527123402455042,0.6085782295442731,0.006657406034780974,0.6496323534275518,0.006795237513857336,0.6284137898506038,0.004963428063087291,0.0004429600493856,0.0,0.0251767934532835,2.255137463978375e-05,2.546356577506588,0.006405131898542308
27,0.024158211424946733,1.5619804049781705e-05,0.0006490199205775667,4.325545591531279e-07,0.0,0.0,0.063501330713431,9.817448078871799e-05,0.08830856283505754,0.00011337393095355428,0.4198550376796109,0.00660701347861091,0.603623161964112,0.0025402113549032037,0.44031939147064864,0.007505283353571229,0.5091839234831004,0.005865151977046461,0.6357161673079053,0.003596700398038365,0.6089796733417202,0.012251924086370753,0.6495785782314049,0.007590765218405851,0.6285349442451342,0.005033175655433753,0.00041224624928,0.0,0.0248072313455243,1.558677846548936e-05,2.5597901920511763,0.0024252421051022058
28,0.023844946796695368,1.77113629849977e-05,0.0006480688073982334,2.9091929404878803e-07,0.0,0.0,0.06295846899350477,0.0001193651891078899,0.08745148529609041,0.00013583020243445812,0.41487488663938016,0.008984921078548102,0.603241667839411,0.0047412669347417676,0.43795312854534246,0.012067686442680602,0.5073791196415502,0.006648964189374049,0.6352098420475697,0.005097342634971344,0.6101204847717686,0.007655119915831634,0.6453315364169095,0.004021901553728175,0.6272006484563527,0.0030511079322961742,0.00038189850585329993,0.0,0.0244930156040936,1.768811162684105e-05,2.5704649428724085,0.003245266295483286
