epoch,loss_box,loss_obj,loss_cls,loss_kd,loss_total,mAP50_T2,P_T2,R_T2,F1_T2,mAP50_T1,P_T1,R_T1,F1_T1,lr
0,0.05747143179178238,0.0005755310412496328,0.0,0.07907864451408386,0.13712561130523682,0.4025916491028285,0.6384749517885805,0.40119947884379425,0.4927615999108301,0.6657700511270832,0.6436462646126836,0.6660390757898561,0.6546512356723232,0.0009990232305719944
1,0.044933922588825226,0.0006446126499213278,0.0,0.07892142981290817,0.12449996173381805,0.3987586991658436,0.6147039961917661,0.4094823394668885,0.4915324910644793,0.649417185064096,0.6365542477146232,0.6393520644372827,0.6379500885394344,0.0009960967771506667
2,0.04029589891433716,0.0006577149615623057,0.0,0.07780885696411133,0.11876247078180313,0.4136401104162601,0.6323103165632666,0.42041685124958134,0.5050385711132592,0.6592222875360065,0.6468956629519589,0.6494640336986109,0.6481773040745228,0.000991232189110701
3,0.03773314505815506,0.0006631325231865048,0.0,0.07732061296701431,0.11571688950061798,0.38333295470218093,0.6057268395971308,0.40046028676081297,0.48215592811609,0.6446517943378802,0.6217301338482907,0.6587226874101967,0.6396920492703904,0.0009844486647586726
4,0.036175698041915894,0.000664761639200151,0.0,0.07707534730434418,0.1139158084988594,0.40945176296384517,0.6136683047819563,0.4252250110749749,0.5023559353291752,0.6377238506113706,0.6250129975015349,0.6420225339994745,0.6334035920258216,0.000975772975566101
5,0.034818775951862335,0.0006660135113634169,0.0,0.07682356238365173,0.11230835318565369,0.4189366761618527,0.6238058036542533,0.4307354863804821,0.5095965398095162,0.637067029743517,0.6230706343180615,0.6414474227485177,0.6321254968881184,0.0009652393605146845
6,0.03383265435695648,0.0006661313818767667,0.0,0.0759248435497284,0.11042362451553345,0.4128530960748489,0.6249582314268881,0.423020820952772,0.504533642192724,0.6382745621350104,0.6137094545272822,0.6517861566665015,0.6321749726162895,0.0009528893909706797
7,0.03303533047437668,0.0006659606588073075,0.0,0.07545202225446701,0.10915331542491913,0.4251100349841735,0.6229285757268531,0.4402329526423269,0.5158833890428077,0.6386008380809901,0.6232667994747687,0.6427026045021388,0.6328355078152473,0.0009387718066217125
8,0.03228335082530975,0.0006653906311839819,0.0,0.07501911371946335,0.10796785354614258,0.406130333695082,0.6207213619395437,0.4229343821244503,0.503086208601849,0.6447652448455234,0.628446272184044,0.6454937323490066,0.6368559404201896,0.0009229423231234974
9,0.03160317242145538,0.0006651759031228721,0.0,0.0745481327176094,0.10681648552417755,0.4157166536678816,0.6047129852511706,0.43646205875679356,0.5069930863569057,0.6302823953185038,0.6078058978415328,0.6419098581314308,0.6243925401278944,0.000905463412215599
10,0.031031277030706406,0.0006637138430960476,0.0,0.07394915819168091,0.10564415156841278,0.4058602761284499,0.6199912937636461,0.4225021879828419,0.5025406541758185,0.6263132678975301,0.6076582369282335,0.6437430841136931,0.6251803972870578,0.0008864040551740157
11,0.03049655631184578,0.0006633200100623071,0.0,0.07367207109928131,0.10483194887638092,0.4129525553757169,0.6096974406903976,0.43363118712925847,0.5068083400505476,0.6266730669186538,0.6061777477207385,0.6488203811335821,0.626774603512608,0.0008658394705735988
12,0.029950665310025215,0.0006627176771871746,0.0,0.07275615632534027,0.10336954146623611,0.42170270724390735,0.5959468213865345,0.44320428736588474,0.50834990995234,0.6326214293839607,0.6169298234654721,0.6381608284199574,0.6273657550206063,0.0008438508174347008
13,0.029528269544243813,0.0006611166172660887,0.0,0.07240312546491623,0.10259251296520233,0.4218149424165888,0.603886117255342,0.44307154117161024,0.5111281254038078,0.6288136389193898,0.6185492408363067,0.6339493633255711,0.6261546258186675,0.0008205248749256015
14,0.02905358001589775,0.0006609355914406478,0.0,0.07175566256046295,0.10147017985582352,0.42156575742410496,0.6196882330432383,0.43820493866552274,0.5133797086785933,0.6334887811187605,0.6133554655980933,0.6419924358783795,0.6273473177523249,0.0007959536998847743
15,0.028628647327423096,0.0006594050792045891,0.0,0.0712209939956665,0.10050904750823975,0.4171000706753597,0.6001665488904162,0.4428477271990578,0.5096428653182176,0.6302994601304013,0.611539214425652,0.6398949611058812,0.6253958370018373,0.0007702342635146033
16,0.028215067461133003,0.0006584866205230355,0.0,0.07050032168626785,0.09937387704849243,0.42643016801136746,0.6348729277497394,0.436670486633411,0.5174410417527483,0.6356046843039439,0.6169770802079398,0.6442281554975582,0.6303082085514646,0.000743468068680349
17,0.027860717847943306,0.0006582915666513145,0.0,0.06976115703582764,0.098280169069767,0.4109268525092196,0.6116143061619493,0.4265333380372889,0.5025757040557335,0.6324613969466224,0.6113134896855753,0.6392178235809014,0.624954328223513,0.0007157607493247109
