epoch,loss_box,loss_obj,loss_cls,loss_kd,loss_total,mAP50_T2,P_T2,R_T2,F1_T2,mAP50_T1,P_T1,R_T1,F1_T1,lr
18,0.02748740464448929,0.0006576592568308115,0.0,0.0691775232553482,0.09732258319854736,0.41255098465956186,0.5966643302910721,0.4410752888227034,0.5072060215607626,0.6287658115843091,0.6172771281279978,0.6320170440469702,0.6245601309386739,0.0006872216535789157
19,0.02701508067548275,0.0006558339227922261,0.0,0.0685587078332901,0.09622962027788162,0.41598556417356375,0.58313068044404,0.44745555919935454,0.5063624074675669,0.6252101793829283,0.5956354364304322,0.6444399001485531,0.6190772928959363,0.0006579634122155991
20,0.026667913421988487,0.0006553936982527375,0.0,0.06771042943000793,0.09503373503684998,0.41920261642647805,0.6147073491803874,0.43794232369180236,0.5114833012885445,0.6319342833438196,0.6111448229238872,0.6364839464337481,0.6235570680811174,0.0006281014941466031
21,0.02624000608921051,0.0006542745395563543,0.0,0.06727628409862518,0.09417056292295456,0.4097417140468041,0.6044637598514515,0.43233460470443325,0.5041107501852097,0.6326464842619011,0.6227515920694346,0.6275495777566047,0.6251413788644251,0.0005977537507199337
22,0.025949981063604355,0.0006535210413858294,0.0,0.06674591451883316,0.0933494120836258,0.41670974467961364,0.5971332094658485,0.4424803621786907,0.5083037120714188,0.6304117860358284,0.6078155409981998,0.6367074600736593,0.621926133898614,0.0005670399506143307
23,0.025603562593460083,0.0006530770333483815,0.0,0.06626001000404358,0.09251664578914642,0.41692423361745373,0.6226740936752241,0.4318699960022042,0.5100104604037041,0.639560205483752,0.6277884262421703,0.6333052568993708,0.630534774497203,0.0005360813071670102
24,0.025230031460523605,0.0006514510605484247,0.0,0.06539160758256912,0.09127309173345566,0.4181858235955586,0.6052556900102644,0.4374453004289527,0.5078469466905285,0.6358243320358546,0.6022883336552338,0.6507456770549472,0.6255800339284223,0.0005050000000000001
25,0.02491234987974167,0.0006510671228170395,0.0,0.06482300162315369,0.09038642048835754,0.41532956806623833,0.5967032177847302,0.4391848818489265,0.50596784014478,0.6285734821995573,0.5969017054432063,0.6424338628385582,0.6188313773556121,0.0004739186928329898
26,0.02450421266257763,0.0006502672331407666,0.0,0.06422989815473557,0.08938437700271606,0.4164620321534363,0.597454620121929,0.43824485959092824,0.5056127211338904,0.631584920872121,0.6045814441634131,0.6425869956564105,0.6230051393710812,0.0004429600493856694
27,0.02414803020656109,0.0006494559347629547,0.0,0.06341902911663055,0.08821651339530945,0.41639673377661474,0.6024462455611079,0.4401573186675455,0.5086710484894377,0.6358954359736995,0.6133185552328186,0.6415300004954665,0.6271071536820354,0.0004122462492800664
28,0.023824922740459442,0.0006481658201664686,0.0,0.06284642219543457,0.0873195081949234,0.40586035452345204,0.6052557052491782,0.42710505559097145,0.5008089835317366,0.6294015321474009,0.6048235429134804,0.6445193149350114,0.6240407956651344,0.0003818985058533969
29,0.0234941765666008,0.0006479467265307903,0.0,0.06247175112366676,0.08661387860774994,0.4221091814758594,0.6175104292485389,0.44185368067335845,0.5151189349576294,0.6427379098386399,0.6170476456511707,0.6529752762225636,0.6345032832432826,0.0003520365877844013
30,0.023031311109662056,0.0006474097026512027,0.0,0.06150110065937042,0.08517982065677643,0.4157877867543897,0.6004380622274093,0.4368078140700803,0.5057162307209923,0.6379915096650663,0.6123240455433395,0.6371533799071826,0.6244920112513511,0.0003227783464210845
31,0.022698935121297836,0.000645688094664365,0.0,0.061173584312200546,0.08451820909976959,0.42178509062659647,0.5981585840515327,0.4421032125173626,0.5084255376411017,0.6353222006288743,0.6145920263677283,0.6338998166774018,0.6240966250859407,0.000294239250675289
