epoch,loss_box,loss_obj,loss_cls,loss_kd,loss_total,mAP50_T2,P_T2,R_T2,F1_T2,mAP50_T1,P_T1,R_T1,F1_T1,lr,loss_det,kd_ratio,FM
15,0.028628647327423,0.0006594050792045,0.0,0.0712209939956665,0.1005090475082397,0.4171000706753597,0.6001665488904162,0.4428477271990578,0.5096428653182176,0.6302994601304013,0.611539214425652,0.6398949611058812,0.6253958370018373,0.0007702342635146,0.029288052406627497,2.43174223415137,-0.04220053986959871
16,0.028215067461133,0.000658486620523,0.0,0.0705003216862678,0.0993738770484924,0.4264301680113674,0.6348729277497394,0.436670486633411,0.5174410417527483,0.6356046843039439,0.6169770802079398,0.6442281554975582,0.6303082085514646,0.0007434680686803,0.028873554081656,2.441691850073161,-0.036895315696056086
17,0.0278607178479433,0.0006582915666513,0.0,0.0697611570358276,0.098280169069767,0.4109268525092196,0.6116143061619493,0.4265333380372889,0.5025757040557335,0.6324613969466224,0.6113134896855753,0.6392178235809014,0.624954328223513,0.0007157607493247,0.0285190094145946,2.4461283356385164,-0.040038603053377586
18,0.0274874046444892,0.0006576592568308,0.0,0.0691775232553482,0.0973225831985473,0.4125509846595618,0.5966643302910721,0.4410752888227034,0.5072060215607626,0.6287658115843091,0.6172771281279978,0.6320170440469702,0.6245601309386739,0.0006872216535789,0.028145063901320003,2.4578918525619655,-0.04373418841569088
19,0.0270150806754827,0.0006558339227922,0.0,0.0685587078332901,0.0962296202778816,0.4159855641735637,0.58313068044404,0.4474555591993545,0.5063624074675669,0.6252101793829283,0.5956354364304322,0.6444399001485531,0.6190772928959363,0.0006579634122155,0.0276709145982749,2.477645167358749,-0.047289820617071654
20,0.0266679134219884,0.0006553936982527,0.0,0.0677104294300079,0.0950337350368499,0.419202616426478,0.6147073491803874,0.4379423236918023,0.5114833012885445,0.6319342833438196,0.6111448229238872,0.6364839464337481,0.6235570680811174,0.0006281014941466,0.0273233071202411,2.4781198384792122,-0.04056571665618036
21,0.0262400060892105,0.0006542745395563,0.0,0.0672762840986251,0.0941705629229545,0.4097417140468041,0.6044637598514515,0.4323346047044332,0.5041107501852097,0.6326464842619011,0.6227515920694346,0.6275495777566047,0.6251413788644251,0.0005977537507199,0.0268942806287668,2.501508964852668,-0.03985351573809892
22,0.0259499810636043,0.0006535210413858,0.0,0.0667459145188331,0.0933494120836258,0.4167097446796136,0.5971332094658485,0.4424803621786907,0.5083037120714188,0.6304117860358284,0.6078155409981998,0.6367074600736593,0.621926133898614,0.0005670399506143,0.0266035021049901,2.508914587745365,-0.04208821396417162
23,0.02560356259346,0.0006530770333483,0.0,0.0662600100040435,0.0925166457891464,0.4169242336174537,0.6226740936752241,0.4318699960022042,0.5100104604037041,0.639560205483752,0.6277884262421703,0.6333052568993708,0.630534774497203,0.000536081307167,0.026256639626808298,2.5235525544505624,-0.032939794516247956
24,0.0252300314605236,0.0006514510605484,0.0,0.0653916075825691,0.0912730917334556,0.4181858235955586,0.6052556900102644,0.4374453004289527,0.5078469466905285,0.6358243320358546,0.6022883336552338,0.6507456770549472,0.6255800339284223,0.000505,0.025881482521072,2.5265788977429113,-0.03667566796414534
25,0.0249123498797416,0.000651067122817,0.0,0.0648230016231536,0.0903864204883575,0.4153295680662383,0.5967032177847302,0.4391848818489265,0.50596784014478,0.6285734821995573,0.5969017054432063,0.6424338628385582,0.6188313773556121,0.0004739186928329,0.0255634170025586,2.535772178427078,-0.043926517800442655
26,0.0245042126625776,0.0006502672331407,0.0,0.0642298981547355,0.089384377002716,0.4164620321534363,0.597454620121929,0.4382448595909282,0.5056127211338904,0.631584920872121,0.6045814441634131,0.6425869956564105,0.6230051393710812,0.0004429600493856,0.025154479895718302,2.5534178571155848,-0.04091507912787895
27,0.024148030206561,0.0006494559347629,0.0,0.0634190291166305,0.0882165133953094,0.4163967337766147,0.6024462455611079,0.4401573186675455,0.5086710484894377,0.6358954359736995,0.6133185552328186,0.6415300004954665,0.6271071536820354,0.00041224624928,0.024797486141323898,2.557478155351726,-0.03660456402630052
28,0.0238249227404594,0.0006481658201664,0.0,0.0628464221954345,0.0873195081949234,0.405860354523452,0.6052557052491782,0.4271050555909714,0.5008089835317366,0.6294015321474009,0.6048235429134804,0.6445193149350114,0.6240407956651344,0.0003818985058533,0.0244730885606258,2.567980826661115,-0.043098467852599076
29,0.0234941765666008,0.0006479467265307,0.0,0.0624717511236667,0.0866138786077499,0.4221091814758594,0.6175104292485389,0.4418536806733584,0.5151189349576294,0.6427379098386399,0.6170476456511707,0.6529752762225636,0.6345032832432826,0.0003520365877844,0.0241421232931315,2.587665979605548,-0.02976209016136011
30,0.023031311109662,0.0006474097026512,0.0,0.0615011006593704,0.0851798206567764,0.4157877867543897,0.6004380622274093,0.4368078140700803,0.5057162307209923,0.6379915096650663,0.6123240455433395,0.6371533799071826,0.6244920112513511,0.000322778346421,0.0236787208123132,2.5973151651330686,-0.03450849033493364
31,0.0226989351212978,0.0006456880946643,0.0,0.0611735843122005,0.0845182090997695,0.4217850906265964,0.5981585840515327,0.4421032125173626,0.5084255376411017,0.6353222006288743,0.6145920263677283,0.6338998166774018,0.6240966250859407,0.0002942392506752,0.0233446232159621,2.6204571281215645,-0.03717779937112564
