epoch,loss_box,loss_obj,loss_cls,loss_kd,loss_total,mAP50_T2,P_T2,R_T2,F1_T2,mAP50_T1,P_T1,R_T1,F1_T1,lr,loss_det,kd_ratio,FM
0,0.0574714317917823,0.0005755310412496,0.0,0.0790786445140838,0.1371256113052368,0.4025916491028285,0.6384749517885805,0.4011994788437942,0.4927615999108301,0.6657700511270832,0.6436462646126836,0.6660390757898561,0.6546512356723232,0.0009990232305719,0.0580469628330319,1.3623218279341465,-0.00672994887291678
1,0.0449339225888252,0.0006446126499213,0.0,0.0789214298129081,0.124499961733818,0.3987586991658436,0.6147039961917661,0.4094823394668885,0.4915324910644793,0.649417185064096,0.6365542477146232,0.6393520644372827,0.6379500885394344,0.0009960967771506,0.0455785352387465,1.7315481815678255,-0.023082814935904028
2,0.0402958989143371,0.0006577149615623,0.0,0.0778088569641113,0.1187624707818031,0.4136401104162601,0.6323103165632666,0.4204168512495813,0.5050385711132592,0.6592222875360065,0.6468956629519589,0.6494640336986109,0.6481773040745228,0.0009912321891107,0.0409536138758994,1.8999265168146917,-0.013277712463993452
3,0.037733145058155,0.0006631325231865,0.0,0.0773206129670143,0.1157168895006179,0.3833329547021809,0.6057268395971308,0.4004602867608129,0.48215592811609,0.6446517943378802,0.6217301338482907,0.6587226874101967,0.6396920492703904,0.0009844486647586,0.038396277581341495,2.013752838441145,-0.027848205662119763
4,0.0361756980419158,0.0006647616392001,0.0,0.0770753473043441,0.1139158084988594,0.4094517629638451,0.6136683047819563,0.4252250110749749,0.5023559353291752,0.6377238506113706,0.6250129975015349,0.6420225339994745,0.6334035920258216,0.0009757729755661,0.036840459681115906,2.09213858810128,-0.034776149388629385
5,0.0348187759518623,0.0006660135113634,0.0,0.0768235623836517,0.1123083531856536,0.4189366761618527,0.6238058036542533,0.4307354863804821,0.5095965398095162,0.637067029743517,0.6230706343180615,0.6414474227485177,0.6321254968881184,0.0009652393605146,0.035484789463225704,2.164971627099607,-0.035432970256482954
6,0.0338326543569564,0.0006661313818767,0.0,0.0759248435497284,0.1104236245155334,0.4128530960748489,0.6249582314268881,0.423020820952772,0.504533642192724,0.6382745621350104,0.6137094545272822,0.6517861566665015,0.6321749726162895,0.0009528893909706,0.034498785738833096,2.2007975620447366,-0.03422543786498955
7,0.0330353304743766,0.0006659606588073,0.0,0.075452022254467,0.1091533154249191,0.4251100349841735,0.6229285757268531,0.4402329526423269,0.5158833890428077,0.6386008380809901,0.6232667994747687,0.6427026045021388,0.6328355078152473,0.0009387718066217,0.0337012911331839,2.23884663510516,-0.03389916191900988
8,0.0322833508253097,0.0006653906311839,0.0,0.0750191137194633,0.1079678535461425,0.406130333695082,0.6207213619395437,0.4229343821244503,0.503086208601849,0.6447652448455234,0.628446272184044,0.6454937323490066,0.6368559404201896,0.0009229423231234,0.0329487414564936,2.2768430720257924,-0.027734755154476542
9,0.0316031724214553,0.0006651759031228,0.0,0.0745481327176094,0.1068164855241775,0.4157166536678816,0.6047129852511706,0.4364620587567935,0.5069930863569057,0.6302823953185038,0.6078058978415328,0.6419098581314308,0.6243925401278944,0.0009054634122155,0.0322683483245781,2.31025560916353,-0.04221760468149616
10,0.0310312770307064,0.000663713843096,0.0,0.0739491581916809,0.1056441515684127,0.4058602761284499,0.6199912937636461,0.4225021879828419,0.5025406541758185,0.6263132678975301,0.6076582369282335,0.6437430841136931,0.6251803972870578,0.000886404055174,0.0316949908738024,2.333149691816781,-0.04618673210246993
11,0.0304965563118457,0.0006633200100623,0.0,0.0736720710992813,0.1048319488763809,0.4129525553757169,0.6096974406903976,0.4336311871292584,0.5068083400505476,0.6266730669186538,0.6061777477207385,0.6488203811335821,0.626774603512608,0.0008658394705735,0.031159876321908,2.3643248880650836,-0.04582693308134622
12,0.0299506653100252,0.0006627176771871,0.0,0.0727561563253402,0.1033695414662361,0.4217027072439073,0.5959468213865345,0.4432042873658847,0.50834990995234,0.6326214293839607,0.6169298234654721,0.6381608284199574,0.6273657550206063,0.0008438508174347,0.0306133829872123,2.3766127498341167,-0.03987857061603928
13,0.0295282695442438,0.000661116617266,0.0,0.0724031254649162,0.1025925129652023,0.4218149424165888,0.603886117255342,0.4430715411716102,0.5111281254038078,0.6288136389193898,0.6185492408363067,0.6339493633255711,0.6261546258186675,0.0008205248749256,0.030189386161509797,2.3982973709756594,-0.04368636108061019
14,0.0290535800158977,0.0006609355914406,0.0,0.0717556625604629,0.1014701798558235,0.4215657574241049,0.6196882330432383,0.4382049386655227,0.5133797086785933,0.6334887811187605,0.6133554655980933,0.6419924358783795,0.6273473177523249,0.0007959536998847,0.029714515607338298,2.4148353453329485,-0.039011218881239484
