epoch,loss_box,loss_obj,loss_cls,loss_kd,loss_total,mAP50_T2,P_T2,R_T2,F1_T2,mAP50_T1,P_T1,R_T1,F1_T1,lr,loss_det,kd_ratio,FM
19,0.0270561054348945,0.000655811629258,0.0,0.0686394199728965,0.0963513404130935,0.4161121135607363,0.608586821784926,0.4294605136627373,0.5035685756650249,0.6355261856173898,0.6227020333988629,0.6282349832367173,0.6254562720766761,0.0006579634122155,0.0277119170641525,2.476891793935469,-0.03697381438261016
20,0.0267300978302955,0.0006549906684085,0.0,0.0679975599050521,0.0953826457262039,0.4167938762977173,0.5990611367964193,0.4353275491350715,0.5042356321382413,0.636115641950835,0.6101537260025435,0.6324794794298833,0.6211160450359907,0.0006281014941466,0.027385088498704,2.483014064598954,-0.036384358049164955
21,0.0262872017920017,0.0006542656337842,0.0,0.06728096306324,0.0942224264144897,0.4115769838079977,0.5957719894786846,0.4348521355793022,0.5027491898242905,0.6338594036371371,0.6164294661527195,0.6283505920824456,0.6223329454414375,0.0005977537507199,0.0269414674257859,2.4973013532420856,-0.03864059636286288
22,0.0260129570960998,0.0006534515414386,0.0,0.0666541457176208,0.0933205559849739,0.425640676013921,0.6146771872863099,0.4373696664541712,0.5110820975787438,0.6404871184193606,0.6236820823821367,0.6298369915275231,0.6267444263325122,0.0005670399506143,0.026666408637538403,2.4995546502385757,-0.03201288158063942
23,0.0256520099937915,0.0006529791280627,0.0,0.0665401518344879,0.0928451418876648,0.4169902406844957,0.6282836665390283,0.4288014175967845,0.5097204206321532,0.6450379615152656,0.6131081025293026,0.6535037738030356,0.6326617746745158,0.000536081307167,0.0263049891218542,2.5295639364730524,-0.027462038484734386
24,0.0252499971538782,0.0006513069965876,0.0,0.0654313191771507,0.091332621872425,0.4234342052258187,0.6053592177349394,0.4410000972436819,0.5102711278370412,0.6389110368535558,0.5998129849186513,0.6571204538566183,0.627160307331609,0.000505,0.025901304150465803,2.5261785582116265,-0.03358896314644422
25,0.0249671433120965,0.0006507111247628,0.0,0.0648890286684036,0.0905068814754486,0.4188219169288858,0.598059582173027,0.4376397877926765,0.5054259493046663,0.6345170983183978,0.6026001402569264,0.6472485415883095,0.6241268524864557,0.0004739186928329,0.025617854436859298,2.532961096558792,-0.03798290168160223
26,0.0245270170271396,0.0006493080873042,0.0,0.0640669763088226,0.0892433002591133,0.417942710016215,0.6194956604490526,0.4324534580933755,0.5093460052635179,0.6420796247265257,0.6162634785786286,0.6501638029208494,0.6327599107933111,0.0004429600493856,0.0251763251144438,2.544731052488764,-0.030420375273474298
27,0.0241504088044166,0.0006485909107141,0.0,0.0634749680757522,0.0882739722728729,0.4274733939655193,0.6065383828442803,0.4479043986558762,0.5152886707481048,0.6392198811090396,0.6184717169401523,0.6505970371104395,0.6341277654084116,0.00041224624928,0.0247989997151307,2.559577757261896,-0.033280118890960386
28,0.0238513574004173,0.0006477417773567,0.0,0.0629449784755706,0.0874440819025039,0.4149344044090627,0.6066434303868147,0.4358029626908407,0.5072241719384304,0.6389389539759248,0.6066405247322063,0.6496975605794043,0.6274312204256184,0.0003818985058533,0.024499099177774,2.569277262655685,-0.03356104602407517
